name,category,region,country,platform,brand,url,currency,price,old_price,commission,notes
Agoda Secret Deals,travel,Global,FR,Agoda Affiliate,Agoda,https://www.agoda.com/,EUR,-,-,-,Tarifs secrets
Kiwi.com Mix&Match,travel,Global,FR,Kiwi Affiliate,Kiwi,https://www.kiwi.com/,EUR,-,-,-,Combinaisons vols
EasyJet FR,travel,Europe,FR,CJ/Impact,EasyJet,https://www.easyjet.com/fr,EUR,-,-,-,Vols low-cost
